data,cod_ibge,municipio,unidade,tipo_leito,leitos_total,leitos_ocupados,atendimentos_total,atendimentos_calor,desidratacao,insolacao,exaustao_calor
2026-04-28,5100250,Alta Floresta,UPA Alta Floresta,observacao,7,4,76,1,0,0,0
2026-04-28,5100250,Alta Floresta,UPA Alta Floresta,clinico,18,13,81,1,0,0,0
2026-04-28,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,6,3,54,0,0,1,0
2026-04-28,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,5,3,56,0,0,1,1
2026-04-28,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,16,10,74,1,0,1,1
2026-04-28,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,5,3,43,0,0,1,0
2026-04-29,5100250,Alta Floresta,UPA Alta Floresta,observacao,5,3,88,1,0,1,0
2026-04-29,5100250,Alta Floresta,UPA Alta Floresta,clinico,16,11,73,0,0,1,1
2026-04-29,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,4,2,57,1,0,1,0
2026-04-29,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,9,6,70,1,1,0,0
2026-04-29,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,15,10,75,1,1,0,1
2026-04-29,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,5,3,33,0,0,1,0
2026-04-30,5100250,Alta Floresta,UPA Alta Floresta,observacao,5,3,68,1,0,0,0
2026-04-30,5100250,Alta Floresta,UPA Alta Floresta,clinico,18,12,46,0,0,1,0
2026-04-30,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,6,4,89,1,0,1,0
2026-04-30,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,6,3,28,0,0,0,1
2026-04-30,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,18,12,71,0,0,1,0
2026-04-30,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,6,3,46,0,0,1,0
2026-05-01,5100250,Alta Floresta,UPA Alta Floresta,observacao,7,4,45,0,0,1,1
2026-05-01,5100250,Alta Floresta,UPA Alta Floresta,clinico,16,11,42,0,0,0,1
2026-05-01,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,2,1,93,1,0,0,0
2026-05-01,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,8,4,50,0,0,0,0
2026-05-01,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,14,9,74,1,1,1,1
2026-05-01,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,6,4,29,0,0,0,0
2026-05-02,5100250,Alta Floresta,UPA Alta Floresta,observacao,6,3,81,1,0,1,1
2026-05-02,5100250,Alta Floresta,UPA Alta Floresta,clinico,17,11,74,1,1,1,0
2026-05-02,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,6,4,65,1,0,0,0
2026-05-02,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,5,3,39,0,0,1,1
2026-05-02,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,14,9,42,0,0,0,1
2026-05-02,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,2,1,60,1,0,1,0
2026-05-03,5100250,Alta Floresta,UPA Alta Floresta,observacao,8,5,84,1,0,0,0
2026-05-03,5100250,Alta Floresta,UPA Alta Floresta,clinico,17,10,42,0,0,0,0
2026-05-03,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,4,2,88,1,1,1,0
2026-05-03,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,7,5,61,1,0,1,1
2026-05-03,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,18,12,29,0,0,0,0
2026-05-03,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,5,3,47,0,0,1,0
2026-05-04,5100250,Alta Floresta,UPA Alta Floresta,observacao,6,4,62,1,0,0,0
2026-05-04,5100250,Alta Floresta,UPA Alta Floresta,clinico,17,11,65,1,0,1,0
2026-05-04,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,6,3,83,1,0,1,1
2026-05-04,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,5,3,67,1,0,1,0
2026-05-04,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,18,12,76,1,0,0,1
2026-05-04,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,3,2,33,0,0,1,1
2026-05-05,5100250,Alta Floresta,UPA Alta Floresta,observacao,9,5,93,1,0,1,0
2026-05-05,5100250,Alta Floresta,UPA Alta Floresta,clinico,17,12,60,1,0,1,1
2026-05-05,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,3,2,55,1,0,1,1
2026-05-05,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,5,3,63,1,1,0,0
2026-05-05,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,16,11,77,1,0,0,0
2026-05-05,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,6,4,76,1,0,0,0
2026-05-06,5100250,Alta Floresta,UPA Alta Floresta,observacao,5,3,85,1,0,1,0
2026-05-06,5100250,Alta Floresta,UPA Alta Floresta,clinico,14,8,94,1,0,0,0
2026-05-06,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,5,3,62,0,0,1,1
2026-05-06,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,9,6,31,0,0,0,1
2026-05-06,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,17,11,73,1,0,0,0
2026-05-06,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,4,2,67,0,0,1,0
2026-05-07,5100250,Alta Floresta,UPA Alta Floresta,observacao,5,3,100,2,2,0,1
2026-05-07,5100250,Alta Floresta,UPA Alta Floresta,clinico,16,10,45,0,0,1,0
2026-05-07,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,4,2,49,0,0,0,1
2026-05-07,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,7,4,55,0,0,0,0
2026-05-07,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,14,9,55,1,1,0,0
2026-05-07,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,3,2,56,1,1,1,1
2026-05-08,5100250,Alta Floresta,UPA Alta Floresta,observacao,5,3,77,1,0,0,0
2026-05-08,5100250,Alta Floresta,UPA Alta Floresta,clinico,18,12,81,1,0,0,0
2026-05-08,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,3,2,68,1,0,1,1
2026-05-08,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,8,5,51,0,0,1,0
2026-05-08,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,15,10,65,1,0,1,0
2026-05-08,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,2,1,39,0,0,0,1
2026-05-09,5100250,Alta Floresta,UPA Alta Floresta,observacao,9,6,52,0,0,1,1
2026-05-09,5100250,Alta Floresta,UPA Alta Floresta,clinico,15,10,105,1,0,1,0
2026-05-09,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,2,1,91,1,1,0,0
2026-05-09,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,9,6,57,1,0,1,0
2026-05-09,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,15,9,54,0,0,1,0
2026-05-09,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,6,3,50,0,0,1,1
2026-05-10,5100250,Alta Floresta,UPA Alta Floresta,observacao,5,3,60,0,0,1,1
2026-05-10,5100250,Alta Floresta,UPA Alta Floresta,clinico,17,10,52,0,0,1,1
2026-05-10,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,2,1,85,1,0,0,1
2026-05-10,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,5,3,58,0,0,0,0
2026-05-10,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,18,12,63,1,1,1,0
2026-05-10,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,3,2,54,1,0,1,1
2026-05-11,5100250,Alta Floresta,UPA Alta Floresta,observacao,5,3,64,1,1,1,1
2026-05-11,5100250,Alta Floresta,UPA Alta Floresta,clinico,16,9,53,0,0,0,1
2026-05-11,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,4,2,62,1,1,0,1
2026-05-11,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,7,5,30,0,0,1,0
2026-05-11,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,14,9,44,0,0,1,0
2026-05-11,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,6,4,65,1,1,0,0
2026-05-12,5100250,Alta Floresta,UPA Alta Floresta,observacao,7,4,62,0,0,0,0
2026-05-12,5100250,Alta Floresta,UPA Alta Floresta,clinico,15,10,61,0,0,0,0
2026-05-12,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,3,2,79,1,0,1,1
2026-05-12,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,9,6,36,0,0,0,1
2026-05-12,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,15,10,52,1,1,1,1
2026-05-12,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,2,1,46,0,0,0,1
2026-05-13,5100250,Alta Floresta,UPA Alta Floresta,observacao,7,5,74,1,0,0,1
2026-05-13,5100250,Alta Floresta,UPA Alta Floresta,clinico,14,8,76,1,1,1,0
2026-05-13,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,2,1,73,1,0,1,1
2026-05-13,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,7,4,42,0,0,1,1
2026-05-13,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,16,11,54,0,0,0,1
2026-05-13,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,2,1,57,0,0,0,1
2026-05-14,5100250,Alta Floresta,UPA Alta Floresta,observacao,7,5,64,1,0,1,0
2026-05-14,5100250,Alta Floresta,UPA Alta Floresta,clinico,15,10,89,1,1,1,1
2026-05-14,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,3,2,47,0,0,1,1
2026-05-14,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,5,3,70,1,1,0,1
2026-05-14,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,14,8,68,1,0,1,0
2026-05-14,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,2,1,28,0,0,1,1
2026-05-15,5100250,Alta Floresta,UPA Alta Floresta,observacao,6,3,100,1,1,0,0
2026-05-15,5100250,Alta Floresta,UPA Alta Floresta,clinico,18,12,86,1,1,1,0
2026-05-15,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,2,1,93,1,1,0,1
2026-05-15,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,6,3,75,1,0,0,0
2026-05-15,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,17,12,34,0,0,0,1
2026-05-15,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,6,3,54,0,0,0,1
2026-05-16,5100250,Alta Floresta,UPA Alta Floresta,observacao,9,6,42,0,0,0,0
2026-05-16,5100250,Alta Floresta,UPA Alta Floresta,clinico,14,9,65,0,0,0,0
2026-05-16,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,5,3,58,0,0,1,1
2026-05-16,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,7,5,29,0,0,0,1
2026-05-16,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,14,8,41,0,0,1,0
2026-05-16,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,2,1,50,0,0,0,0
2026-05-17,5100250,Alta Floresta,UPA Alta Floresta,observacao,5,3,77,1,1,0,0
2026-05-17,5100250,Alta Floresta,UPA Alta Floresta,clinico,15,9,53,0,0,1,0
2026-05-17,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,6,3,101,1,0,1,0
2026-05-17,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,5,3,31,0,0,0,1
2026-05-17,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,18,11,47,0,0,0,0
2026-05-17,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,4,2,61,1,1,0,0
2026-05-18,5100250,Alta Floresta,UPA Alta Floresta,observacao,6,4,64,0,0,1,1
2026-05-18,5100250,Alta Floresta,UPA Alta Floresta,clinico,15,9,58,0,0,1,1
2026-05-18,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,5,3,57,0,0,1,1
2026-05-18,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,6,3,32,0,0,1,0
2026-05-18,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,17,12,70,1,1,1,1
2026-05-18,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,3,2,48,0,0,1,0
2026-05-19,5100250,Alta Floresta,UPA Alta Floresta,observacao,8,5,77,1,0,0,1
2026-05-19,5100250,Alta Floresta,UPA Alta Floresta,clinico,17,12,76,1,0,0,0
2026-05-19,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,6,4,79,1,0,1,1
2026-05-19,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,6,3,60,0,0,1,1
2026-05-19,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,17,12,48,0,0,1,0
2026-05-19,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,6,4,58,1,1,1,0
2026-05-20,5100250,Alta Floresta,UPA Alta Floresta,observacao,8,5,94,1,1,1,1
2026-05-20,5100250,Alta Floresta,UPA Alta Floresta,clinico,14,8,82,1,0,1,0
2026-05-20,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,6,4,70,1,0,1,1
2026-05-20,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,9,5,65,0,0,0,1
2026-05-20,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,14,9,75,1,0,1,0
2026-05-20,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,6,4,76,1,1,1,0
2026-05-21,5100250,Alta Floresta,UPA Alta Floresta,observacao,7,5,102,2,2,0,1
2026-05-21,5100250,Alta Floresta,UPA Alta Floresta,clinico,18,12,103,1,1,0,0
2026-05-21,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,5,3,84,1,1,1,0
2026-05-21,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,5,3,52,0,0,1,0
2026-05-21,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,18,13,62,1,0,0,0
2026-05-21,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,3,2,53,0,0,1,1
2026-05-22,5100250,Alta Floresta,UPA Alta Floresta,observacao,8,5,99,1,1,0,1
2026-05-22,5100250,Alta Floresta,UPA Alta Floresta,clinico,16,10,77,1,1,0,1
2026-05-22,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,3,2,93,1,0,1,0
2026-05-22,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,6,3,51,0,0,0,0
2026-05-22,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,15,10,62,1,0,1,0
2026-05-22,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,6,3,30,0,0,0,0
2026-05-23,5100250,Alta Floresta,UPA Alta Floresta,observacao,7,4,51,0,0,0,0
2026-05-23,5100250,Alta Floresta,UPA Alta Floresta,clinico,16,11,93,1,0,0,1
2026-05-23,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,6,3,49,0,0,1,1
2026-05-23,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,6,4,65,1,0,0,1
2026-05-23,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,18,12,53,0,0,1,0
2026-05-23,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,2,1,66,1,1,0,0
2026-05-24,5100250,Alta Floresta,UPA Alta Floresta,observacao,7,5,49,0,0,1,0
2026-05-24,5100250,Alta Floresta,UPA Alta Floresta,clinico,14,8,69,1,1,0,0
2026-05-24,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,6,4,79,1,1,1,0
2026-05-24,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,5,3,31,0,0,0,0
2026-05-24,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,16,10,57,0,0,0,0
2026-05-24,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,3,1,34,0,0,1,0
2026-05-25,5100250,Alta Floresta,UPA Alta Floresta,observacao,8,5,94,1,0,1,0
2026-05-25,5100250,Alta Floresta,UPA Alta Floresta,clinico,14,9,84,1,0,0,1
2026-05-25,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,2,1,53,1,1,1,0
2026-05-25,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,6,3,69,1,1,0,0
2026-05-25,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,16,9,39,0,0,1,1
2026-05-25,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,3,2,34,0,0,0,1
2026-05-26,5100250,Alta Floresta,UPA Alta Floresta,observacao,8,5,74,1,0,1,0
2026-05-26,5100250,Alta Floresta,UPA Alta Floresta,clinico,18,10,91,1,1,0,1
2026-05-26,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,4,2,51,0,0,0,1
2026-05-26,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,6,3,41,0,0,0,0
2026-05-26,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,15,9,57,0,0,1,1
2026-05-26,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,3,1,64,1,0,1,0
2026-05-27,5100250,Alta Floresta,UPA Alta Floresta,observacao,7,4,100,1,0,0,0
2026-05-27,5100250,Alta Floresta,UPA Alta Floresta,clinico,15,10,67,1,1,1,1
2026-05-27,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,6,4,73,1,0,1,0
2026-05-27,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,5,3,37,0,0,1,1
2026-05-27,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,17,11,63,0,0,1,0
2026-05-27,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,3,2,35,0,0,1,0
2026-05-28,5100250,Alta Floresta,UPA Alta Floresta,observacao,7,4,44,0,0,1,0
2026-05-28,5100250,Alta Floresta,UPA Alta Floresta,clinico,14,8,100,2,2,0,0
2026-05-28,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,5,3,79,1,0,0,1
2026-05-28,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,5,3,28,0,0,1,0
2026-05-28,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,16,11,36,0,0,0,0
2026-05-28,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,5,3,44,0,0,0,1
2026-05-29,5100250,Alta Floresta,UPA Alta Floresta,observacao,6,3,54,0,0,0,0
2026-05-29,5100250,Alta Floresta,UPA Alta Floresta,clinico,16,9,66,1,1,0,1
2026-05-29,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,6,4,68,0,0,0,0
2026-05-29,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,9,5,37,0,0,0,0
2026-05-29,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,16,11,56,0,0,0,0
2026-05-29,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,6,4,28,0,0,1,0
2026-05-30,5100250,Alta Floresta,UPA Alta Floresta,observacao,7,5,91,1,0,1,0
2026-05-30,5100250,Alta Floresta,UPA Alta Floresta,clinico,14,8,90,1,1,0,1
2026-05-30,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,2,1,71,1,1,1,0
2026-05-30,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,9,6,36,0,0,1,1
2026-05-30,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,18,11,68,1,0,0,0
2026-05-30,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,3,1,73,1,0,0,0
2026-05-31,5100250,Alta Floresta,UPA Alta Floresta,observacao,8,5,72,1,0,0,0
2026-05-31,5100250,Alta Floresta,UPA Alta Floresta,clinico,17,11,51,0,0,0,1
2026-05-31,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,4,2,62,1,0,0,1
2026-05-31,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,7,4,58,1,0,1,0
2026-05-31,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,18,12,44,0,0,0,1
2026-05-31,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,6,4,32,0,0,0,1
2026-06-01,5100250,Alta Floresta,UPA Alta Floresta,observacao,5,3,46,0,0,1,0
2026-06-01,5100250,Alta Floresta,UPA Alta Floresta,clinico,15,10,65,1,1,0,1
2026-06-01,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,4,2,79,1,1,1,0
2026-06-01,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,7,4,77,0,0,0,0
2026-06-01,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,18,11,70,1,0,0,1
2026-06-01,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,4,2,68,1,0,0,1
2026-06-02,5100250,Alta Floresta,UPA Alta Floresta,observacao,5,3,102,1,0,0,1
2026-06-02,5100250,Alta Floresta,UPA Alta Floresta,clinico,15,9,87,1,1,1,0
2026-06-02,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,5,3,69,0,0,1,0
2026-06-02,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,8,5,56,0,0,1,1
2026-06-02,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,18,13,62,0,0,1,0
2026-06-02,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,3,1,60,0,0,0,0
2026-06-03,5100250,Alta Floresta,UPA Alta Floresta,observacao,6,4,72,1,0,1,0
2026-06-03,5100250,Alta Floresta,UPA Alta Floresta,clinico,15,10,70,1,1,1,0
2026-06-03,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,2,1,53,0,0,0,0
2026-06-03,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,8,4,71,1,1,0,0
2026-06-03,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,14,9,64,1,1,0,1
2026-06-03,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,3,2,63,0,0,1,0
2026-06-04,5100250,Alta Floresta,UPA Alta Floresta,observacao,8,5,53,1,1,0,0
2026-06-04,5100250,Alta Floresta,UPA Alta Floresta,clinico,15,10,86,1,0,1,0
2026-06-04,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,3,1,79,1,0,0,0
2026-06-04,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,9,5,49,0,0,0,1
2026-06-04,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,18,12,32,0,0,0,0
2026-06-04,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,6,4,66,0,0,0,1
2026-06-05,5100250,Alta Floresta,UPA Alta Floresta,observacao,8,5,102,1,0,0,1
2026-06-05,5100250,Alta Floresta,UPA Alta Floresta,clinico,16,11,69,0,0,0,0
2026-06-05,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,2,1,72,1,1,0,0
2026-06-05,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,5,3,69,1,0,0,1
2026-06-05,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,16,10,67,1,1,1,0
2026-06-05,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,2,1,59,0,0,0,0
2026-06-06,5100250,Alta Floresta,UPA Alta Floresta,observacao,8,5,79,1,0,1,1
2026-06-06,5100250,Alta Floresta,UPA Alta Floresta,clinico,14,9,100,1,0,0,0
2026-06-06,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,2,1,56,0,0,1,1
2026-06-06,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,9,5,34,0,0,0,0
2026-06-06,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,15,9,37,0,0,1,0
2026-06-06,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,5,3,70,1,1,1,0
2026-06-07,5100250,Alta Floresta,UPA Alta Floresta,observacao,6,3,102,1,0,1,0
2026-06-07,5100250,Alta Floresta,UPA Alta Floresta,clinico,14,10,75,1,0,1,1
2026-06-07,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,5,3,86,1,0,0,1
2026-06-07,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,6,3,30,0,0,1,1
2026-06-07,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,15,10,75,1,0,0,0
2026-06-07,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,2,1,51,0,0,1,1
2026-06-08,5100250,Alta Floresta,UPA Alta Floresta,observacao,9,5,84,1,0,1,0
2026-06-08,5100250,Alta Floresta,UPA Alta Floresta,clinico,17,11,59,1,0,1,1
2026-06-08,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,6,3,72,1,0,0,0
2026-06-08,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,5,3,52,0,0,1,1
2026-06-08,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,15,10,62,0,0,1,0
2026-06-08,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,4,2,40,0,0,1,1
2026-06-09,5100250,Alta Floresta,UPA Alta Floresta,observacao,6,4,63,1,0,1,1
2026-06-09,5100250,Alta Floresta,UPA Alta Floresta,clinico,17,11,78,1,0,1,1
2026-06-09,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,3,1,93,1,0,0,0
2026-06-09,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,7,4,39,0,0,0,1
2026-06-09,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,16,10,57,1,1,0,1
2026-06-09,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,3,2,65,1,1,0,1
2026-06-10,5100250,Alta Floresta,UPA Alta Floresta,observacao,5,3,93,2,1,1,0
2026-06-10,5100250,Alta Floresta,UPA Alta Floresta,clinico,14,8,51,1,0,1,0
2026-06-10,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,3,1,59,1,0,1,2
2026-06-10,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,5,3,58,1,0,1,0
2026-06-10,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,16,10,74,1,0,0,1
2026-06-10,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,2,1,74,1,0,1,2
2026-06-11,5100250,Alta Floresta,UPA Alta Floresta,observacao,6,4,58,1,0,0,0
2026-06-11,5100250,Alta Floresta,UPA Alta Floresta,clinico,18,13,65,1,0,1,3
2026-06-11,5100250,Alta Floresta,UPA Alta Floresta,uti_adulto,5,3,81,1,1,1,1
2026-06-11,5100250,Alta Floresta,Hospital Municipal Alta Floresta,observacao,6,4,74,1,1,0,0
2026-06-11,5100250,Alta Floresta,Hospital Municipal Alta Floresta,clinico,15,11,41,0,0,2,2
2026-06-11,5100250,Alta Floresta,Hospital Municipal Alta Floresta,uti_adulto,6,4,39,1,0,2,1
