data,cod_ibge,municipio,item,estoque_total,consumo_medio_diario
2026-05-23,5107958,Tangará da Serra,Equipo macro,728,91
2026-05-23,5107958,Tangará da Serra,Copo descartável,4341,809
2026-05-24,5107958,Tangará da Serra,SRO,1095,151
2026-05-24,5107958,Tangará da Serra,"Soro fisiológico 0,9%",943,121
2026-05-24,5107958,Tangará da Serra,Equipo macro,758,91
2026-05-24,5107958,Tangará da Serra,Copo descartável,4232,809
2026-05-25,5107958,Tangará da Serra,SRO,1136,151
2026-05-25,5107958,Tangará da Serra,"Soro fisiológico 0,9%",853,121
2026-05-25,5107958,Tangará da Serra,Equipo macro,760,91
2026-05-25,5107958,Tangará da Serra,Copo descartável,4069,809
2026-05-26,5107958,Tangará da Serra,SRO,1082,151
2026-05-26,5107958,Tangará da Serra,"Soro fisiológico 0,9%",851,121
2026-05-26,5107958,Tangará da Serra,Equipo macro,751,91
2026-05-26,5107958,Tangará da Serra,Copo descartável,3931,809
2026-05-27,5107958,Tangará da Serra,SRO,1093,151
2026-05-27,5107958,Tangará da Serra,"Soro fisiológico 0,9%",843,121
2026-05-27,5107958,Tangará da Serra,Equipo macro,688,91
2026-05-27,5107958,Tangará da Serra,Copo descartável,3795,809
2026-05-28,5107958,Tangará da Serra,SRO,1072,151
2026-05-28,5107958,Tangará da Serra,"Soro fisiológico 0,9%",845,121
2026-05-28,5107958,Tangará da Serra,Equipo macro,677,91
2026-05-28,5107958,Tangará da Serra,Copo descartável,3675,809
2026-05-29,5107958,Tangará da Serra,SRO,1042,151
2026-05-29,5107958,Tangará da Serra,"Soro fisiológico 0,9%",799,121
2026-05-29,5107958,Tangará da Serra,Equipo macro,705,91
2026-05-29,5107958,Tangará da Serra,Copo descartável,3611,809
2026-05-30,5107958,Tangará da Serra,SRO,1009,151
2026-05-30,5107958,Tangará da Serra,"Soro fisiológico 0,9%",779,121
2026-05-30,5107958,Tangará da Serra,Equipo macro,648,91
2026-05-30,5107958,Tangará da Serra,Copo descartável,3487,809
2026-05-31,5107958,Tangará da Serra,SRO,981,151
2026-05-31,5107958,Tangará da Serra,"Soro fisiológico 0,9%",773,121
2026-05-31,5107958,Tangará da Serra,Equipo macro,618,91
2026-05-31,5107958,Tangará da Serra,Copo descartável,3270,809
2026-06-01,5107958,Tangará da Serra,SRO,992,151
2026-06-01,5107958,Tangará da Serra,"Soro fisiológico 0,9%",773,121
2026-06-01,5107958,Tangará da Serra,Equipo macro,663,91
2026-06-01,5107958,Tangará da Serra,Copo descartável,3210,809
2026-06-02,5107958,Tangará da Serra,SRO,928,151
2026-06-02,5107958,Tangará da Serra,"Soro fisiológico 0,9%",744,121
2026-06-02,5107958,Tangará da Serra,Equipo macro,626,91
2026-06-02,5107958,Tangará da Serra,Copo descartável,3050,809
2026-06-03,5107958,Tangará da Serra,SRO,873,151
2026-06-03,5107958,Tangará da Serra,"Soro fisiológico 0,9%",714,121
2026-06-03,5107958,Tangará da Serra,Equipo macro,546,91
2026-06-03,5107958,Tangará da Serra,Copo descartável,2910,809
2026-06-04,5107958,Tangará da Serra,SRO,821,151
2026-06-04,5107958,Tangará da Serra,"Soro fisiológico 0,9%",717,121
2026-06-04,5107958,Tangará da Serra,Equipo macro,547,91
2026-06-04,5107958,Tangará da Serra,Copo descartável,2745,809
2026-06-05,5107958,Tangará da Serra,SRO,879,151
2026-06-05,5107958,Tangará da Serra,"Soro fisiológico 0,9%",687,121
2026-06-05,5107958,Tangará da Serra,Equipo macro,514,91
2026-06-05,5107958,Tangará da Serra,Copo descartável,2692,809
2026-06-06,5107958,Tangará da Serra,SRO,779,151
2026-06-06,5107958,Tangará da Serra,"Soro fisiológico 0,9%",658,121
2026-06-06,5107958,Tangará da Serra,Equipo macro,525,91
2026-06-06,5107958,Tangará da Serra,Copo descartável,2516,809
2026-06-07,5107958,Tangará da Serra,SRO,797,151
2026-06-07,5107958,Tangará da Serra,"Soro fisiológico 0,9%",596,121
2026-06-07,5107958,Tangará da Serra,Equipo macro,496,91
2026-06-07,5107958,Tangará da Serra,Copo descartável,2419,809
2026-06-08,5107958,Tangará da Serra,SRO,748,151
2026-06-08,5107958,Tangará da Serra,"Soro fisiológico 0,9%",584,121
2026-06-08,5107958,Tangará da Serra,Equipo macro,557,91
2026-06-08,5107958,Tangará da Serra,Copo descartável,2269,809
2026-06-09,5107958,Tangará da Serra,SRO,754,151
2026-06-09,5107958,Tangará da Serra,"Soro fisiológico 0,9%",610,121
2026-06-09,5107958,Tangará da Serra,Equipo macro,542,91
2026-06-09,5107958,Tangará da Serra,Copo descartável,2118,809
2026-06-10,5107958,Tangará da Serra,SRO,615,181
2026-06-10,5107958,Tangará da Serra,"Soro fisiológico 0,9%",447,151
2026-06-10,5107958,Tangará da Serra,Equipo macro,430,121
2026-06-10,5107958,Tangará da Serra,Copo descartável,1457,839
2026-06-11,5107958,Tangará da Serra,SRO,523,211
2026-06-11,5107958,Tangará da Serra,"Soro fisiológico 0,9%",354,181
2026-06-11,5107958,Tangará da Serra,Equipo macro,339,151
2026-06-11,5107958,Tangará da Serra,Copo descartável,648,869
2026-06-12,5107958,Tangará da Serra,SRO,361,241
2026-06-12,5107958,Tangará da Serra,"Soro fisiológico 0,9%",237,211
2026-06-12,5107958,Tangará da Serra,Equipo macro,239,181
2026-06-12,5107958,Tangará da Serra,Copo descartável,0,899
2026-06-13,5107958,Tangará da Serra,SRO,224,271
2026-06-13,5107958,Tangará da Serra,"Soro fisiológico 0,9%",193,241
2026-06-13,5107958,Tangará da Serra,Equipo macro,188,211
2026-06-13,5107958,Tangará da Serra,Copo descartável,0,929
2026-06-14,5107958,Tangará da Serra,SRO,70,301
2026-06-14,5107958,Tangará da Serra,"Soro fisiológico 0,9%",88,271
2026-06-14,5107958,Tangará da Serra,Equipo macro,93,241
2026-06-14,5107958,Tangará da Serra,Copo descartável,0,959
2026-06-15,5107958,Tangará da Serra,SRO,0,331
2026-06-15,5107958,Tangará da Serra,"Soro fisiológico 0,9%",0,301
2026-06-15,5107958,Tangará da Serra,Equipo macro,45,271
2026-06-15,5107958,Tangará da Serra,Copo descartável,0,989
2026-06-16,5107958,Tangará da Serra,SRO,0,361
2026-06-16,5107958,Tangará da Serra,"Soro fisiológico 0,9%",0,331
2026-06-16,5107958,Tangará da Serra,Equipo macro,0,301
2026-06-16,5107958,Tangará da Serra,Copo descartável,0,1019
2026-06-17,5107958,Tangará da Serra,SRO,0,391
2026-06-17,5107958,Tangará da Serra,"Soro fisiológico 0,9%",0,361
2026-06-17,5107958,Tangará da Serra,Equipo macro,0,331
2026-06-17,5107958,Tangará da Serra,Copo descartável,0,1049
2026-06-18,5107958,Tangará da Serra,SRO,0,421
2026-06-18,5107958,Tangará da Serra,"Soro fisiológico 0,9%",0,391
2026-06-18,5107958,Tangará da Serra,Equipo macro,0,361
2026-06-18,5107958,Tangará da Serra,Copo descartável,0,1079
2026-04-28,5101803,Barra do Garças,SRO,1371,120
2026-04-28,5101803,Barra do Garças,"Soro fisiológico 0,9%",1093,96
2026-04-28,5101803,Barra do Garças,Equipo macro,850,72
2026-04-28,5101803,Barra do Garças,Copo descartável,6017,640
2026-04-29,5101803,Barra do Garças,SRO,1358,120
2026-04-29,5101803,Barra do Garças,"Soro fisiológico 0,9%",1079,96
2026-04-29,5101803,Barra do Garças,Equipo macro,884,72
2026-04-29,5101803,Barra do Garças,Copo descartável,5939,640
2026-04-30,5101803,Barra do Garças,SRO,1411,120
2026-04-30,5101803,Barra do Garças,"Soro fisiológico 0,9%",1049,96
2026-04-30,5101803,Barra do Garças,Equipo macro,831,72
2026-04-30,5101803,Barra do Garças,Copo descartável,5809,640
2026-05-01,5101803,Barra do Garças,SRO,1333,120
2026-05-01,5101803,Barra do Garças,"Soro fisiológico 0,9%",1045,96
2026-05-01,5101803,Barra do Garças,Equipo macro,887,72
2026-05-01,5101803,Barra do Garças,Copo descartável,5662,640
2026-05-02,5101803,Barra do Garças,SRO,1300,120
2026-05-02,5101803,Barra do Garças,"Soro fisiológico 0,9%",1051,96
2026-05-02,5101803,Barra do Garças,Equipo macro,859,72
2026-05-02,5101803,Barra do Garças,Copo descartável,5543,640
2026-05-03,5101803,Barra do Garças,SRO,1303,120
2026-05-03,5101803,Barra do Garças,"Soro fisiológico 0,9%",1011,96
2026-05-03,5101803,Barra do Garças,Equipo macro,834,72
2026-05-03,5101803,Barra do Garças,Copo descartável,5525,640
2026-05-04,5101803,Barra do Garças,SRO,1237,120
2026-05-04,5101803,Barra do Garças,"Soro fisiológico 0,9%",1075,96
2026-05-04,5101803,Barra do Garças,Equipo macro,834,72
2026-05-04,5101803,Barra do Garças,Copo descartável,5425,640
2026-05-05,5101803,Barra do Garças,SRO,1252,120
2026-05-05,5101803,Barra do Garças,"Soro fisiológico 0,9%",967,96
2026-05-05,5101803,Barra do Garças,Equipo macro,841,72
2026-05-05,5101803,Barra do Garças,Copo descartável,5320,640
2026-05-06,5101803,Barra do Garças,SRO,1208,120
2026-05-06,5101803,Barra do Garças,"Soro fisiológico 0,9%",982,96
2026-05-06,5101803,Barra do Garças,Equipo macro,775,72
2026-05-06,5101803,Barra do Garças,Copo descartável,5139,640
2026-05-07,5101803,Barra do Garças,SRO,1198,120
2026-05-07,5101803,Barra do Garças,"Soro fisiológico 0,9%",970,96
2026-05-07,5101803,Barra do Garças,Equipo macro,769,72
2026-05-07,5101803,Barra do Garças,Copo descartável,5048,640
2026-05-08,5101803,Barra do Garças,SRO,1181,120
2026-05-08,5101803,Barra do Garças,"Soro fisiológico 0,9%",991,96
2026-05-08,5101803,Barra do Garças,Equipo macro,733,72
2026-05-08,5101803,Barra do Garças,Copo descartável,4958,640
2026-05-09,5101803,Barra do Garças,SRO,1185,120
2026-05-09,5101803,Barra do Garças,"Soro fisiológico 0,9%",950,96
2026-05-09,5101803,Barra do Garças,Equipo macro,759,72
2026-05-09,5101803,Barra do Garças,Copo descartável,4909,640
2026-05-10,5101803,Barra do Garças,SRO,1122,120
2026-05-10,5101803,Barra do Garças,"Soro fisiológico 0,9%",951,96
2026-05-10,5101803,Barra do Garças,Equipo macro,776,72
2026-05-10,5101803,Barra do Garças,Copo descartável,4803,640
2026-05-11,5101803,Barra do Garças,SRO,1172,120
2026-05-11,5101803,Barra do Garças,"Soro fisiológico 0,9%",898,96
2026-05-11,5101803,Barra do Garças,Equipo macro,753,72
2026-05-11,5101803,Barra do Garças,Copo descartável,4708,640
2026-05-12,5101803,Barra do Garças,SRO,1110,120
2026-05-12,5101803,Barra do Garças,"Soro fisiológico 0,9%",943,96
2026-05-12,5101803,Barra do Garças,Equipo macro,750,72
2026-05-12,5101803,Barra do Garças,Copo descartável,4560,640
2026-05-13,5101803,Barra do Garças,SRO,1066,120
2026-05-13,5101803,Barra do Garças,"Soro fisiológico 0,9%",874,96
2026-05-13,5101803,Barra do Garças,Equipo macro,710,72
2026-05-13,5101803,Barra do Garças,Copo descartável,4434,640
2026-05-14,5101803,Barra do Garças,SRO,1130,120
2026-05-14,5101803,Barra do Garças,"Soro fisiológico 0,9%",902,96
2026-05-14,5101803,Barra do Garças,Equipo macro,733,72
2026-05-14,5101803,Barra do Garças,Copo descartável,4335,640
2026-05-15,5101803,Barra do Garças,SRO,1048,120
2026-05-15,5101803,Barra do Garças,"Soro fisiológico 0,9%",890,96
2026-05-15,5101803,Barra do Garças,Equipo macro,692,72
2026-05-15,5101803,Barra do Garças,Copo descartável,4244,640
2026-05-16,5101803,Barra do Garças,SRO,1018,120
2026-05-16,5101803,Barra do Garças,"Soro fisiológico 0,9%",838,96
2026-05-16,5101803,Barra do Garças,Equipo macro,647,72
2026-05-16,5101803,Barra do Garças,Copo descartável,4149,640
2026-05-17,5101803,Barra do Garças,SRO,1055,120
2026-05-17,5101803,Barra do Garças,"Soro fisiológico 0,9%",871,96
2026-05-17,5101803,Barra do Garças,Equipo macro,640,72
2026-05-17,5101803,Barra do Garças,Copo descartável,4030,640
2026-05-18,5101803,Barra do Garças,SRO,1057,120
2026-05-18,5101803,Barra do Garças,"Soro fisiológico 0,9%",828,96
2026-05-18,5101803,Barra do Garças,Equipo macro,656,72
2026-05-18,5101803,Barra do Garças,Copo descartável,3967,640
2026-05-19,5101803,Barra do Garças,SRO,1028,120
2026-05-19,5101803,Barra do Garças,"Soro fisiológico 0,9%",821,96
2026-05-19,5101803,Barra do Garças,Equipo macro,634,72
2026-05-19,5101803,Barra do Garças,Copo descartável,3899,640
2026-05-20,5101803,Barra do Garças,SRO,1006,120
2026-05-20,5101803,Barra do Garças,"Soro fisiológico 0,9%",742,96
2026-05-20,5101803,Barra do Garças,Equipo macro,669,72
2026-05-20,5101803,Barra do Garças,Copo descartável,3775,640
2026-05-21,5101803,Barra do Garças,SRO,910,120
2026-05-21,5101803,Barra do Garças,"Soro fisiológico 0,9%",759,96
2026-05-21,5101803,Barra do Garças,Equipo macro,596,72
2026-05-21,5101803,Barra do Garças,Copo descartável,3691,640
2026-05-22,5101803,Barra do Garças,SRO,893,120
2026-05-22,5101803,Barra do Garças,"Soro fisiológico 0,9%",775,96
2026-05-22,5101803,Barra do Garças,Equipo macro,634,72
2026-05-22,5101803,Barra do Garças,Copo descartável,3587,640
2026-05-23,5101803,Barra do Garças,SRO,904,120
2026-05-23,5101803,Barra do Garças,"Soro fisiológico 0,9%",729,96
2026-05-23,5101803,Barra do Garças,Equipo macro,613,72
2026-05-23,5101803,Barra do Garças,Copo descartável,3451,640
2026-05-24,5101803,Barra do Garças,SRO,896,120
2026-05-24,5101803,Barra do Garças,"Soro fisiológico 0,9%",743,96
2026-05-24,5101803,Barra do Garças,Equipo macro,574,72
2026-05-24,5101803,Barra do Garças,Copo descartável,3294,640
2026-05-25,5101803,Barra do Garças,SRO,896,120
2026-05-25,5101803,Barra do Garças,"Soro fisiológico 0,9%",744,96
2026-05-25,5101803,Barra do Garças,Equipo macro,541,72
2026-05-25,5101803,Barra do Garças,Copo descartável,3229,640
2026-05-26,5101803,Barra do Garças,SRO,873,120
2026-05-26,5101803,Barra do Garças,"Soro fisiológico 0,9%",655,96
2026-05-26,5101803,Barra do Garças,Equipo macro,535,72
2026-05-26,5101803,Barra do Garças,Copo descartável,3105,640
2026-05-27,5101803,Barra do Garças,SRO,887,120
2026-05-27,5101803,Barra do Garças,"Soro fisiológico 0,9%",713,96
2026-05-27,5101803,Barra do Garças,Equipo macro,582,72
2026-05-27,5101803,Barra do Garças,Copo descartável,3004,640
2026-05-28,5101803,Barra do Garças,SRO,775,120
2026-05-28,5101803,Barra do Garças,"Soro fisiológico 0,9%",609,96
2026-05-28,5101803,Barra do Garças,Equipo macro,545,72
2026-05-28,5101803,Barra do Garças,Copo descartável,2878,640
2026-05-29,5101803,Barra do Garças,SRO,825,120
2026-05-29,5101803,Barra do Garças,"Soro fisiológico 0,9%",646,96
2026-05-29,5101803,Barra do Garças,Equipo macro,480,72
2026-05-29,5101803,Barra do Garças,Copo descartável,2846,640
2026-05-30,5101803,Barra do Garças,SRO,790,120
2026-05-30,5101803,Barra do Garças,"Soro fisiológico 0,9%",655,96
2026-05-30,5101803,Barra do Garças,Equipo macro,499,72
2026-05-30,5101803,Barra do Garças,Copo descartável,2737,640
2026-05-31,5101803,Barra do Garças,SRO,754,120
2026-05-31,5101803,Barra do Garças,"Soro fisiológico 0,9%",613,96
2026-05-31,5101803,Barra do Garças,Equipo macro,536,72
2026-05-31,5101803,Barra do Garças,Copo descartável,2628,640
2026-06-01,5101803,Barra do Garças,SRO,733,120
2026-06-01,5101803,Barra do Garças,"Soro fisiológico 0,9%",606,96
2026-06-01,5101803,Barra do Garças,Equipo macro,530,72
2026-06-01,5101803,Barra do Garças,Copo descartável,2548,640
2026-06-02,5101803,Barra do Garças,SRO,774,120
2026-06-02,5101803,Barra do Garças,"Soro fisiológico 0,9%",576,96
2026-06-02,5101803,Barra do Garças,Equipo macro,447,72
2026-06-02,5101803,Barra do Garças,Copo descartável,2461,640
2026-06-03,5101803,Barra do Garças,SRO,737,120
2026-06-03,5101803,Barra do Garças,"Soro fisiológico 0,9%",529,96
2026-06-03,5101803,Barra do Garças,Equipo macro,449,72
2026-06-03,5101803,Barra do Garças,Copo descartável,2333,640
2026-06-04,5101803,Barra do Garças,SRO,670,120
2026-06-04,5101803,Barra do Garças,"Soro fisiológico 0,9%",595,96
2026-06-04,5101803,Barra do Garças,Equipo macro,449,72
2026-06-04,5101803,Barra do Garças,Copo descartável,2243,640
2026-06-05,5101803,Barra do Garças,SRO,668,120
2026-06-05,5101803,Barra do Garças,"Soro fisiológico 0,9%",532,96
2026-06-05,5101803,Barra do Garças,Equipo macro,397,72
2026-06-05,5101803,Barra do Garças,Copo descartável,2129,640
2026-06-06,5101803,Barra do Garças,SRO,682,120
2026-06-06,5101803,Barra do Garças,"Soro fisiológico 0,9%",568,96
2026-06-06,5101803,Barra do Garças,Equipo macro,428,72
2026-06-06,5101803,Barra do Garças,Copo descartável,2029,640
2026-06-07,5101803,Barra do Garças,SRO,599,120
2026-06-07,5101803,Barra do Garças,"Soro fisiológico 0,9%",540,96
2026-06-07,5101803,Barra do Garças,Equipo macro,386,72
2026-06-07,5101803,Barra do Garças,Copo descartável,1912,640
2026-06-08,5101803,Barra do Garças,SRO,646,120
2026-06-08,5101803,Barra do Garças,"Soro fisiológico 0,9%",440,96
2026-06-08,5101803,Barra do Garças,Equipo macro,452,72
2026-06-08,5101803,Barra do Garças,Copo descartável,1773,640
2026-06-09,5101803,Barra do Garças,SRO,585,120
2026-06-09,5101803,Barra do Garças,"Soro fisiológico 0,9%",440,96
2026-06-09,5101803,Barra do Garças,Equipo macro,432,72
2026-06-09,5101803,Barra do Garças,Copo descartável,1736,640
2026-06-10,5101803,Barra do Garças,SRO,481,150
2026-06-10,5101803,Barra do Garças,"Soro fisiológico 0,9%",418,126
2026-06-10,5101803,Barra do Garças,Equipo macro,365,102
2026-06-10,5101803,Barra do Garças,Copo descartável,1156,670
2026-06-11,5101803,Barra do Garças,SRO,358,180
2026-06-11,5101803,Barra do Garças,"Soro fisiológico 0,9%",330,156
2026-06-11,5101803,Barra do Garças,Equipo macro,228,132
2026-06-11,5101803,Barra do Garças,Copo descartável,498,700
2026-06-12,5101803,Barra do Garças,SRO,311,210
2026-06-12,5101803,Barra do Garças,"Soro fisiológico 0,9%",247,186
2026-06-12,5101803,Barra do Garças,Equipo macro,156,162
2026-06-12,5101803,Barra do Garças,Copo descartável,0,730
2026-06-13,5101803,Barra do Garças,SRO,153,240
2026-06-13,5101803,Barra do Garças,"Soro fisiológico 0,9%",120,216
2026-06-13,5101803,Barra do Garças,Equipo macro,178,192
2026-06-13,5101803,Barra do Garças,Copo descartável,0,760
2026-06-14,5101803,Barra do Garças,SRO,19,270
2026-06-14,5101803,Barra do Garças,"Soro fisiológico 0,9%",71,246
2026-06-14,5101803,Barra do Garças,Equipo macro,56,222
2026-06-14,5101803,Barra do Garças,Copo descartável,0,790
2026-06-15,5101803,Barra do Garças,SRO,0,300
2026-06-15,5101803,Barra do Garças,"Soro fisiológico 0,9%",0,276
2026-06-15,5101803,Barra do Garças,Equipo macro,37,252
2026-06-15,5101803,Barra do Garças,Copo descartável,0,820
2026-06-16,5101803,Barra do Garças,SRO,0,330
2026-06-16,5101803,Barra do Garças,"Soro fisiológico 0,9%",0,306
2026-06-16,5101803,Barra do Garças,Equipo macro,0,282
2026-06-16,5101803,Barra do Garças,Copo descartável,0,850
2026-06-17,5101803,Barra do Garças,SRO,0,360
2026-06-17,5101803,Barra do Garças,"Soro fisiológico 0,9%",0,336
2026-06-17,5101803,Barra do Garças,Equipo macro,0,312
2026-06-17,5101803,Barra do Garças,Copo descartável,0,880
2026-06-18,5101803,Barra do Garças,SRO,0,390
2026-06-18,5101803,Barra do Garças,"Soro fisiológico 0,9%",0,366
2026-06-18,5101803,Barra do Garças,Equipo macro,0,342
2026-06-18,5101803,Barra do Garças,Copo descartável,0,910
2026-04-28,5107040,Primavera do Leste,SRO,1583,133
2026-04-28,5107040,Primavera do Leste,"Soro fisiológico 0,9%",1250,107
2026-04-28,5107040,Primavera do Leste,Equipo macro,969,80
2026-04-28,5107040,Primavera do Leste,Copo descartável,6704,714
2026-04-29,5107040,Primavera do Leste,SRO,1494,133
2026-04-29,5107040,Primavera do Leste,"Soro fisiológico 0,9%",1213,107
2026-04-29,5107040,Primavera do Leste,Equipo macro,943,80
2026-04-29,5107040,Primavera do Leste,Copo descartável,6583,714
2026-04-30,5107040,Primavera do Leste,SRO,1503,133
2026-04-30,5107040,Primavera do Leste,"Soro fisiológico 0,9%",1186,107
2026-04-30,5107040,Primavera do Leste,Equipo macro,942,80
2026-04-30,5107040,Primavera do Leste,Copo descartável,6513,714
2026-05-01,5107040,Primavera do Leste,SRO,1488,133
2026-05-01,5107040,Primavera do Leste,"Soro fisiológico 0,9%",1245,107
2026-05-01,5107040,Primavera do Leste,Equipo macro,918,80
2026-05-01,5107040,Primavera do Leste,Copo descartável,6392,714
2026-05-02,5107040,Primavera do Leste,SRO,1445,133
2026-05-02,5107040,Primavera do Leste,"Soro fisiológico 0,9%",1133,107
2026-05-02,5107040,Primavera do Leste,Equipo macro,935,80
2026-05-02,5107040,Primavera do Leste,Copo descartável,6226,714
2026-05-03,5107040,Primavera do Leste,SRO,1438,133
2026-05-03,5107040,Primavera do Leste,"Soro fisiológico 0,9%",1205,107
2026-05-03,5107040,Primavera do Leste,Equipo macro,960,80
2026-05-03,5107040,Primavera do Leste,Copo descartável,6100,714
2026-05-04,5107040,Primavera do Leste,SRO,1400,133
2026-05-04,5107040,Primavera do Leste,"Soro fisiológico 0,9%",1148,107
2026-05-04,5107040,Primavera do Leste,Equipo macro,935,80
2026-05-04,5107040,Primavera do Leste,Copo descartável,5966,714
2026-05-05,5107040,Primavera do Leste,SRO,1398,133
2026-05-05,5107040,Primavera do Leste,"Soro fisiológico 0,9%",1107,107
2026-05-05,5107040,Primavera do Leste,Equipo macro,879,80
2026-05-05,5107040,Primavera do Leste,Copo descartável,5851,714
2026-05-06,5107040,Primavera do Leste,SRO,1429,133
2026-05-06,5107040,Primavera do Leste,"Soro fisiológico 0,9%",1147,107
2026-05-06,5107040,Primavera do Leste,Equipo macro,926,80
2026-05-06,5107040,Primavera do Leste,Copo descartável,5755,714
2026-05-07,5107040,Primavera do Leste,SRO,1380,133
2026-05-07,5107040,Primavera do Leste,"Soro fisiológico 0,9%",1054,107
2026-05-07,5107040,Primavera do Leste,Equipo macro,860,80
2026-05-07,5107040,Primavera do Leste,Copo descartável,5634,714
2026-05-08,5107040,Primavera do Leste,SRO,1388,133
2026-05-08,5107040,Primavera do Leste,"Soro fisiológico 0,9%",1062,107
2026-05-08,5107040,Primavera do Leste,Equipo macro,827,80
2026-05-08,5107040,Primavera do Leste,Copo descartável,5516,714
2026-05-09,5107040,Primavera do Leste,SRO,1281,133
2026-05-09,5107040,Primavera do Leste,"Soro fisiológico 0,9%",1088,107
2026-05-09,5107040,Primavera do Leste,Equipo macro,798,80
2026-05-09,5107040,Primavera do Leste,Copo descartável,5429,714
2026-05-10,5107040,Primavera do Leste,SRO,1340,133
2026-05-10,5107040,Primavera do Leste,"Soro fisiológico 0,9%",1045,107
2026-05-10,5107040,Primavera do Leste,Equipo macro,845,80
2026-05-10,5107040,Primavera do Leste,Copo descartável,5303,714
2026-05-11,5107040,Primavera do Leste,SRO,1316,133
2026-05-11,5107040,Primavera do Leste,"Soro fisiológico 0,9%",979,107
2026-05-11,5107040,Primavera do Leste,Equipo macro,843,80
2026-05-11,5107040,Primavera do Leste,Copo descartável,5252,714
2026-05-12,5107040,Primavera do Leste,SRO,1258,133
2026-05-12,5107040,Primavera do Leste,"Soro fisiológico 0,9%",989,107
2026-05-12,5107040,Primavera do Leste,Equipo macro,844,80
2026-05-12,5107040,Primavera do Leste,Copo descartável,5053,714
2026-05-13,5107040,Primavera do Leste,SRO,1285,133
2026-05-13,5107040,Primavera do Leste,"Soro fisiológico 0,9%",965,107
2026-05-13,5107040,Primavera do Leste,Equipo macro,758,80
2026-05-13,5107040,Primavera do Leste,Copo descartável,4976,714
2026-05-14,5107040,Primavera do Leste,SRO,1189,133
2026-05-14,5107040,Primavera do Leste,"Soro fisiológico 0,9%",1019,107
2026-05-14,5107040,Primavera do Leste,Equipo macro,824,80
2026-05-14,5107040,Primavera do Leste,Copo descartável,4866,714
2026-05-15,5107040,Primavera do Leste,SRO,1182,133
2026-05-15,5107040,Primavera do Leste,"Soro fisiológico 0,9%",983,107
2026-05-15,5107040,Primavera do Leste,Equipo macro,769,80
2026-05-15,5107040,Primavera do Leste,Copo descartável,4737,714
2026-05-16,5107040,Primavera do Leste,SRO,1182,133
2026-05-16,5107040,Primavera do Leste,"Soro fisiológico 0,9%",961,107
2026-05-16,5107040,Primavera do Leste,Equipo macro,759,80
2026-05-16,5107040,Primavera do Leste,Copo descartável,4594,714
2026-05-17,5107040,Primavera do Leste,SRO,1159,133
2026-05-17,5107040,Primavera do Leste,"Soro fisiológico 0,9%",929,107
2026-05-17,5107040,Primavera do Leste,Equipo macro,770,80
2026-05-17,5107040,Primavera do Leste,Copo descartável,4553,714
2026-05-18,5107040,Primavera do Leste,SRO,1168,133
2026-05-18,5107040,Primavera do Leste,"Soro fisiológico 0,9%",904,107
2026-05-18,5107040,Primavera do Leste,Equipo macro,711,80
2026-05-18,5107040,Primavera do Leste,Copo descartável,4394,714
2026-05-19,5107040,Primavera do Leste,SRO,1082,133
2026-05-19,5107040,Primavera do Leste,"Soro fisiológico 0,9%",903,107
2026-05-19,5107040,Primavera do Leste,Equipo macro,713,80
2026-05-19,5107040,Primavera do Leste,Copo descartável,4324,714
2026-05-20,5107040,Primavera do Leste,SRO,1069,133
2026-05-20,5107040,Primavera do Leste,"Soro fisiológico 0,9%",826,107
2026-05-20,5107040,Primavera do Leste,Equipo macro,708,80
2026-05-20,5107040,Primavera do Leste,Copo descartável,4214,714
2026-05-21,5107040,Primavera do Leste,SRO,1113,133
2026-05-21,5107040,Primavera do Leste,"Soro fisiológico 0,9%",808,107
2026-05-21,5107040,Primavera do Leste,Equipo macro,694,80
2026-05-21,5107040,Primavera do Leste,Copo descartável,4083,714
2026-05-22,5107040,Primavera do Leste,SRO,1007,133
2026-05-22,5107040,Primavera do Leste,"Soro fisiológico 0,9%",882,107
2026-05-22,5107040,Primavera do Leste,Equipo macro,628,80
2026-05-22,5107040,Primavera do Leste,Copo descartável,3995,714
2026-05-23,5107040,Primavera do Leste,SRO,984,133
2026-05-23,5107040,Primavera do Leste,"Soro fisiológico 0,9%",864,107
2026-05-23,5107040,Primavera do Leste,Equipo macro,614,80
2026-05-23,5107040,Primavera do Leste,Copo descartável,3800,714
2026-05-24,5107040,Primavera do Leste,SRO,971,133
2026-05-24,5107040,Primavera do Leste,"Soro fisiológico 0,9%",790,107
2026-05-24,5107040,Primavera do Leste,Equipo macro,634,80
2026-05-24,5107040,Primavera do Leste,Copo descartável,3740,714
2026-05-25,5107040,Primavera do Leste,SRO,1031,133
2026-05-25,5107040,Primavera do Leste,"Soro fisiológico 0,9%",737,107
2026-05-25,5107040,Primavera do Leste,Equipo macro,631,80
2026-05-25,5107040,Primavera do Leste,Copo descartável,3609,714
2026-05-26,5107040,Primavera do Leste,SRO,989,133
2026-05-26,5107040,Primavera do Leste,"Soro fisiológico 0,9%",800,107
2026-05-26,5107040,Primavera do Leste,Equipo macro,609,80
2026-05-26,5107040,Primavera do Leste,Copo descartável,3461,714
2026-05-27,5107040,Primavera do Leste,SRO,903,133
2026-05-27,5107040,Primavera do Leste,"Soro fisiológico 0,9%",716,107
2026-05-27,5107040,Primavera do Leste,Equipo macro,653,80
2026-05-27,5107040,Primavera do Leste,Copo descartável,3395,714
